"Trait","Trait.short","N","Nz","Prev","Model","VE_ID","CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3","s__Erysipelotrichaceae_bacterium_21_3",3571,7519,8.38,"heritability.only",0.148379642905553,"0.04-0.26",-7392.94869717343,0.00790933173528301,0.593199880146226,0.00933852140077821,0.494941634241245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851620357094447,"0.75-0.95",-7389.4217523219,1.7375745234048e-06,0.0019299152789422,0.999281634943619,-0.231036620435094,0.0645026723592546,0.000341215778208282,0.438265217648197,0.217381938135861,0.0437888024273,-0.0922577629519988,0.0402374762020423,0.0218576933747129
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales","o__Selenomonadales",3571,1319,83.93,"no-family",0.19425833721098,"0.05-0.33",-10435.8994106396,0.00816046980657882,0.603874765686833,0.00233463035019455,0.196108949416342,0.154470535128218,"0.1-0.21",-10447.511920869,3.85128026593617e-08,5.16071555635447e-06,0,0,NA,NA,NA,NA,NA,NA,NA,0.651271127660803,"0.52-0.79",-10432.4004530118,-0.00441456636211221,0.00469757793380034,0.347343900197447,0.834338889199746,0.145165040162033,9.05621945506694e-09,0.334595001857207,0.509909734162914,0.511705246638782,-0.0429671917329367,0.0942677710789399,0.648534249081401
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Acidaminococcaceae","f__Acidaminococcaceae",3571,5307,35.34,"full model",0.19127564496059,"0.05-0.33",-11371.2515415117,0.00817073785726889,0.603874765686833,0.00311284046692607,0.249027237354086,0.238497615651382,"0.17-0.31",-11389.650492152,3.64902725301811e-11,5.51003115205735e-09,0,0,0.0433261307967364,"0-0.1",-11368.9054902862,0.129077698521206,1,0.000389105058365759,0.0108949416342412,0.526900608591291,"0.4-0.66",-11367.7537093462,0.0609161931888505,0.00622827480017619,1.36414959294162e-22,1.47287982501029,0.181402978818776,4.68568956311649e-16,0.00825207924439641,0.657902868620677,0.989992392044222,-0.0801415828782493,0.121610638917335,0.50989486132271
"k__Bacteria.p__Firmicutes.c__Negativicutes","c__Negativicutes",3571,1319,83.93,"no-family",0.193223663018573,"0.05-0.33",-10437.1330067952,0.00863122484360279,0.621448188739401,0.00233463035019455,0.196108949416342,0.153172448568625,"0.1-0.21",-10448.5556335694,4.9332524472922e-08,6.56122575489863e-06,0,0,NA,NA,NA,NA,NA,NA,NA,0.653603888412802,"0.52-0.79",-10433.6842141136,-0.00425104510760065,0.00469798998811238,0.365537091902497,0.831800302211083,0.145272549355084,1.02952710458972e-08,0.342156495974801,0.510114380225477,0.502383207727076,-0.0483673942717322,0.0943057440383678,0.608036271260182
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Escherichia","g__Escherichia",3571,2268,72.37,"heritability.only",0.171258779766657,"0.04-0.3",-10600.710093454,0.00874512560031565,0.621448188739401,0.0046692607003891,0.336186770428016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.828741220233343,"0.7-0.95",-10597.2730175963,0.00974141601935091,0.00474492643878413,0.0400709006457882,0.171832433489999,0.158380989798547,0.277952250726459,0.858847308602433,0.533828237414636,0.107650067084307,-0.101929613994081,0.098809216349369,0.302268901285309
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella","g__Eggerthella",3571,6059,26.17,"no-family",0.175746857889471,"0.04-0.31",-9763.42502006445,0.00927972736038267,0.649580915226787,0.0046692607003891,0.336186770428016,0.129944984239725,"0.07-0.19",-9769.11734744009,2.03865428713013e-05,0.00218136008722924,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.694308157870804,"0.57-0.81",-9760.04092864774,-0.021530200945432,0.00387063250667315,2.6601280577179e-08,-1.09061990566328,0.121104758677804,2.14507619164939e-19,0.566976440690697,0.422667941376548,0.179783198135117,0.0765155930326976,0.078143686983816,0.327498270955257
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_merdae","s__Parabacteroides_merdae",3571,1928,76.51,"no-family",0.170270958838042,"0.04-0.3",-10880.0116789924,0.0108679419280598,0.749887993036126,0.0046692607003891,0.336186770428016,0.206919667780733,"0.15-0.26",-10900.9821446823,3.42690522757013e-12,5.2431649981823e-10,0,0,NA,NA,NA,NA,NA,NA,NA,0.622809373381225,"0.51-0.74",-10876.7682870399,-0.00370646070087039,0.00537193531039896,0.490214634463207,0.948505975221755,0.161908562856189,4.67680780848736e-09,-0.05158574136416,0.57639284693577,0.928686509238863,-0.104019116093013,0.106537283943034,0.328884359403226
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_intestinalis","s__Roseburia_intestinalis",3571,2569,68.7,"heritability.only",0.146173437420044,"0.03-0.26",-10764.9377970904,0.0116588704441025,0.79280319019897,0.00972762645914397,0.505836575875486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853826562579956,"0.74-0.96",-10761.7567868497,0.0343456399105243,0.00496152812772707,4.44082049467685e-12,0.22167298221153,0.165848240989906,0.181352799302058,0.204470539928769,0.558922257523383,0.714491918572165,0.0294191204632922,0.103456999327217,0.776133856813433
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius","s__Streptococcus_salivarius",3571,6408,21.92,"no-family",0.170906494662393,"0.04-0.3",-9403.89013265859,0.0130877742374895,0.876880873911796,0.0046692607003891,0.336186770428016,0.0779823806399844,"0.02-0.13",-9404.40877602336,0.00731276389924834,0.39488925055941,0.00311284046692607,0.149416342412451,NA,NA,NA,NA,NA,NA,NA,0.751111124697622,"0.62-0.88",-9400.81152940111,0.0199719389792183,0.00345993052093299,7.8172313567937e-09,-0.0182189330552657,0.111068353837393,0.869704755949147,0.456179835359279,0.38236827460569,0.232854538479068,0.0222745393417846,0.0707165824624953,0.752774367634281
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_massiliensis","s__Bacteroides_massiliensis",3571,4582,44.17,"full model",0.170916406539362,"0.03-0.3",-11343.3925932938,0.014128549546167,0.932484270047022,0.0046692607003891,0.336186770428016,0.265348903366362,"0.2-0.33",-11370.9043168685,5.57720752193829e-15,8.92353203510126e-13,0,0,0.0599640421226011,"0.01-0.12",-11343.1429276895,0.0187714963742688,0.769631351345021,0,0,0.503770647971675,"0.39-0.63",-11340.3815884728,-0.00219877171676183,0.00621750170199342,0.723606955623057,0.987591799702333,0.177383726145423,2.58354021692575e-08,0.439685007479722,0.650300114103098,0.498960462432795,-0.0738006194403555,0.120207464613658,0.539252510282002
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_finegoldii","s__Bacteroides_finegoldii",3571,6252,23.82,"full model",0.171595157199338,"0.03-0.3",-10266.7876665033,0.0143003167459087,0.932484270047022,0.0046692607003891,0.336186770428016,0.271653213402218,"0.2-0.34",-10294.3452944007,5.38106449614033e-15,8.66351383878593e-13,0,0,0.0690661487870633,"0.02-0.13",-10267.1874066447,0.00911493815558525,0.446631969623677,0,0,0.487685480611381,"0.37-0.61",-10263.7873234887,0.00228492001445801,0.00460631616775786,0.619865739137997,0.579091873367044,0.130485634874853,9.08095255239758e-06,-0.391046064828107,0.480166282699477,0.415417455690984,0.160316958601207,0.088763857442128,0.0709017431802133
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae","f__Oxalobacteraceae",3571,5241,36.14,"no-family",0.162576506688931,"0.03-0.29",-10125.2424786335,0.0143489985337888,0.932484270047022,0.00544747081712062,0.336186770428016,0.103861881494627,"0.05-0.16",-10128.3874700123,0.000456693355782711,0.0374488551741823,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.733561611816442,"0.6-0.86",-10122.245133398,0.0281214370376148,0.00425820383666667,4.00045330568699e-11,-0.430811022940524,0.135004657231344,0.00141740713768384,1.78396577514191,0.467947696084744,0.000137669178392191,-0.162782578315455,0.0865263853441826,0.0599303518024469
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Oxalobacter","g__Oxalobacter",3571,5241,36.14,"no-family",0.162013825927519,"0.03-0.29",-10125.31903757,0.0146647931149426,0.932484270047022,0.00544747081712062,0.336186770428016,0.101247347379931,"0.04-0.16",-10128.1703637657,0.000638943443399549,0.0491986451417653,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.73673882669255,"0.61-0.86",-10122.3408880492,0.0282659793873177,0.00425576063291684,3.09841456875996e-11,-0.430247499194874,0.135103856290143,0.00144969943114568,1.79012929125723,0.46796812814436,0.000130600686589094,-0.163753393848278,0.0865316490628457,0.0584363195362429
"k__Bacteria.p__Bacteroidetes","p__Bacteroidetes",3571,1,99.99,"heritability.only",0.192021465436202,"0.04-0.35",-2882.63092253601,0.0153462655116219,0.951468461720558,0.00272373540856031,0.220622568093385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807978534563798,"0.66-0.96",-2879.69278562072,-0.00309198502465384,0.00054716314476371,1.59574615000418e-08,-0.00812354233745822,0.0182431226613455,0.656107728106277,-0.229193975716453,0.0614955250924687,0.000193770537793931,0.0356209218870803,0.0113823180625944,0.00175106297444612
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Oxalobacter.s__Oxalobacter_formigenes","s__Oxalobacter_formigenes",3571,5241,36.14,"no-family",0.160433520823128,"0.03-0.29",-10129.5543981254,0.0158145857992479,0.964689733754122,0.00583657587548638,0.344357976653696,0.101934953274018,"0.04-0.16",-10132.555614379,0.000584154254903722,0.046148186137394,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.737631525902854,"0.61-0.86",-10126.6427114281,0.0282423637352612,0.00426132656856751,3.41190791397295e-11,-0.43224290839041,0.135242675883913,0.00139320987410836,1.79141909319976,0.468530567018842,0.000131579171805668,-0.158493650671036,0.0866350341042761,0.0673336268796293
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria","c__Gammaproteobacteria",3571,1394,83.01,"heritability.only",0.165930719489591,NA,-10138.5546792692,0.0164016840663147,0.984101043978882,0.0046692607003891,0.336186770428016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834069280510409,NA,-10135.675033508,0.0112892456048374,0.00416834733682921,0.00676234568510213,0.298191811197692,0.139176828333379,0.0321501173261464,0.645521467641855,0.469086954581852,0.168783476410248,0.0997404478758,0.0868263901824775,0.250665579979794
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella.s__Eggerthella_unclassified","s__Eggerthella_unclassified",3571,6201,24.44,"no-family",0.154986595429185,"0.02-0.28",-9704.41494380657,0.0203138133189752,1,0.00700389105058366,0.392217898832685,0.150141757104804,"0.09-0.21",-9713.76434845679,9.22458044361883e-07,0.000114384797500873,0,0,NA,NA,NA,NA,NA,NA,NA,0.694871647466011,"0.58-0.81",-9701.72258232441,-0.0207328871129585,0.00382216051737282,5.81529737364669e-08,-1.0517800418703,0.118485038438839,6.87484937634729e-19,0.609720129522272,0.415666506795534,0.142417051819934,0.086265640377355,0.0768380641899911,0.261567439846452
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia","c__Bacteroidia",3571,1,99.99,"no-family",0.188708938742887,"0.03-0.35",-2888.86147977435,0.0214615047058308,1,0.00389105058365759,0.307392996108949,0.0402747653416142,"0-0.09",-2887.40231351128,0.123640379906677,1,0.0392996108949416,0.327237354085603,NA,NA,NA,NA,NA,NA,NA,0.771016295915499,"0.61-0.94",-2886.21701892234,-0.00290882707264954,0.000553631120864628,1.48759097528327e-07,-0.00842345071642744,0.0180932067008586,0.641531374228708,-0.206689171284156,0.0616663065907315,0.000803065991522266,0.0337300191377751,0.0114087793776189,0.00311155511922465
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_onderdonkii","s__Alistipes_onderdonkii",3571,373,95.46,"no-family",0.149954159344814,"0.02-0.28",-9313.50006495098,0.0231733241877252,1,0.00856031128404669,0.470817120622568,0.098624143276345,"0.04-0.16",-9315.8838515801,0.00163222684942994,0.110991425761236,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.751421697378841,"0.62-0.88",-9310.92233223882,-0.00712348241069901,0.00338736517218053,0.0354695514391627,-0.325182196535204,0.107724520049833,0.00253906987493331,1.42991392351655,0.372854517629548,0.000125541211648271,-0.0917435815001239,0.0689443969464852,0.183291216573632
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_leptum","s__Clostridium_leptum",3571,5528,32.64,"no-family",0.14568416038217,"0.02-0.27",-9925.49623571735,0.0245668855295522,1,0.00972762645914397,0.505836575875486,0.0769080694557167,"0.02-0.14",-9926.18192980862,0.0112490175456691,0.528703824646448,0.00350194552529183,0.15408560311284,NA,NA,NA,NA,NA,NA,NA,0.777407770162113,"0.66-0.89",-9922.96915563423,-0.0146011772432651,0.00399982838289058,0.000261780318775145,-0.613036816150034,0.128604429332225,1.87137239153036e-06,0.576787378114047,0.442560164055706,0.192473351001264,-0.169454891162307,0.0818476182995596,0.0384176659117669
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname.g__Flavonifractor","g__Flavonifractor",3571,5448,33.62,"no-cohousing",0.169181125111948,"0.02-0.32",-9886.97900546587,0.0275416764607569,1,0.0046692607003891,0.336186770428016,NA,NA,NA,NA,NA,NA,NA,0.0774848586998034,"0.03-0.12",-9890.32368988398,0.000678988668713636,0.0400836259133518,0,0,0.753334016188249,"0.63-0.88",-9884.5507404727,-0.0119263869402791,0.00394082160630325,0.00247508675010014,-0.33477382246602,0.127272578438946,0.00852922784628859,1.25602496591851,0.437488885202901,0.00409192163727661,0.0357802352191615,0.080891031243544,0.658253060348828
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus","g__Ruminococcus",3571,1064,87.04,"no-family",0.137982321076085,"0.02-0.26",-9973.1728007404,0.0275793304874621,1,0.0120622568093385,0.56692607003891,0.0578406117079882,"0-0.12",-9972.35597004893,0.0727208932421525,1,0.011284046692607,0.327237354085603,NA,NA,NA,NA,NA,NA,NA,0.804177067215926,"0.69-0.91",-9970.74571418827,0.00433885181756566,0.00403375082966786,0.28208961350615,-0.169009657615152,0.130985456928385,0.196948841906478,1.40442895174808,0.44844301741108,0.00173744636786737,-0.355721800801239,0.0829501755864166,1.79981705306119e-05
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales","o__Coriobacteriales",3571,57,99.31,"no-family",0.128916670067398,"0.01-0.24",-6265.15915692792,0.0311157387163348,1,0.0147859922178988,0.606225680933852,0.160673308425731,"0.1-0.22",-6277.46457912212,6.33734049835445e-08,8.36528945782787e-06,0,0,NA,NA,NA,NA,NA,NA,NA,0.710410021506871,"0.6-0.82",-6262.83587403463,-0.00255289141768103,0.00146140711283566,0.0806595138694726,0.00837905432698507,0.0451024038935342,0.85261851098919,0.201351005539139,0.158642768050955,0.204366135164988,-0.0568963284863229,0.0293225409017654,0.0523357760493241
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_noname.g__Flavonifractor.s__Flavonifractor_plautii","s__Flavonifractor_plautii",3571,5448,33.62,"no-cohousing",0.16487969573118,"0.01-0.31",-9895.79476237937,0.0311914238899576,1,0.00505836575875486,0.336186770428016,NA,NA,NA,NA,NA,NA,NA,0.0775548699427072,"0.03-0.12",-9899.26159850297,0.000668060431889196,0.0400836259133518,0,0,0.757565434326113,"0.63-0.88",-9893.47356433908,-0.0118680138020123,0.0039502254805584,0.00266114881457253,-0.333926172636813,0.12759249684591,0.0088672519670555,1.25528782122449,0.438592879353193,0.00420870922853899,0.0448211192117989,0.0810950216484743,0.580469691579083
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae","f__Coriobacteriaceae",3571,57,99.31,"no-family",0.128468245225177,"0.01-0.24",-6268.60293001379,0.03250221172733,1,0.0147859922178988,0.606225680933852,0.164409490862482,"0.11-0.22",-6281.61645333794,3.17280700601861e-08,4.28328945812512e-06,0,0,NA,NA,NA,NA,NA,NA,NA,0.70712226391234,"0.6-0.82",-6266.31702512802,-0.00245267129238545,0.0014639588179365,0.0938618454287407,0.00020950414511845,0.0450981594811228,0.996293429188734,0.203432090311381,0.158780893460933,0.200118981781035,-0.0544239190657637,0.0293475499498508,0.0636730777327827
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae","s__Bacteroides_caccae",3571,2191,73.3,"no-family",0.139723184823842,"0.01-0.26",-10766.3945097687,0.0333976990718024,1,0.0116731517509728,0.560311284046693,0.262635152662212,"0.21-0.31",-10804.5092063395,2.55553566440054e-19,4.49774276934495e-17,0,0,NA,NA,NA,NA,NA,NA,NA,0.597641662513946,"0.48-0.72",-10764.1318720484,-0.029353564518372,0.00525656667166651,2.34818259096591e-08,0.32946943260025,0.154192645728027,0.0326192297553563,0.568898692637229,0.5567355613274,0.306853210317236,-0.137247737136605,0.102888842897825,0.182222902912638
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Dialister","g__Dialister",3571,4649,43.35,"no-family",0.138421896196849,"0.01-0.27",-11322.7961594883,0.0343565042888082,1,0.0120622568093385,0.56692607003891,0.161900349290371,"0.1-0.22",-11334.9774987214,7.86288844339384e-08,1.03003838608459e-05,0,0,NA,NA,NA,NA,NA,NA,NA,0.699677754512781,"0.58-0.82",-11320.5577224457,-0.0746024138930825,0.00602674776639844,3.41445205132786e-35,-0.330720199413905,0.185835544730193,0.0751350448611464,0.633605261766641,0.653888566363146,0.332554924842559,0.0801553842676104,0.120863142018344,0.507208042787552
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales","o__Bacteroidales",3571,1,99.99,"heritability.only",0.161444380254616,"0.01-0.31",-2885.1879264215,0.0370211246534678,1,0.00583657587548638,0.344357976653696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838555619745384,"0.69-1.00",-2883.01320658583,-0.0028377639697888,0.000546773784147627,2.10277494862935e-07,-0.00374525129615558,0.0182608428667791,0.837496031933439,-0.220047211204389,0.0615455954102227,0.000349756046178024,0.0347853317511692,0.011391935904426,0.00226185051363987
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__Parabacteroides_johnsonii","s__Parabacteroides_johnsonii",3571,6642,19.07,"no-family",0.126037399900442,"0-0.25",-9713.37539856223,0.0429970497460756,1,0.0159533073929961,0.607003891050584,0.336723743832173,"0.28-0.39",-9779.50505502312,1.66878659128127e-31,3.1540066575216e-29,0,0,NA,NA,NA,NA,NA,NA,NA,0.537238856267385,"0.43-0.65",-9711.32763950379,0.00752236195121642,0.00396172094617301,0.0575958830165108,0.119181482611076,0.11193033945873,0.286974301724084,-0.450465867961509,0.411842933444158,0.274051153730481,-0.0739853577000192,0.0761198365911121,0.331070962671083
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania","g__Holdemania",3571,4437,45.94,"no-cohousing",0.159387416928951,"0-0.31",-9967.03785924739,0.0439604121253403,1,0.00583657587548638,0.344357976653696,NA,NA,NA,NA,NA,NA,NA,0.0419538530918102,"0-0.09",-9967.03450037243,0.0441356717136442,1,0.000778210116731518,0.0186770428015564,0.798658729979239,"0.67-0.93",-9965.00881841005,-0.00440083051613313,0.00400611075231293,0.271973378842573,-0.58126267680746,0.131361664598437,9.64854464823116e-06,1.96999319346582,0.447608611942003,1.07678039403396e-05,0.106784815395846,0.0827987110140476,0.197157701429681
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Sutterellaceae_unclassified","g__Sutterellaceae_unclassified",3571,4954,39.64,"no-family",0.132976943117058,"0-0.26",-11369.4808681721,0.0441375102887442,1,0.0124513618677043,0.56692607003891,0.191173500423589,"0.13-0.25",-11387.9966810761,1.45905861220739e-10,2.17399733218901e-08,0,0,NA,NA,NA,NA,NA,NA,NA,0.675849556459353,"0.56-0.79",-11367.4552213718,0.0243912703117445,0.0061420631959787,7.151596276057e-05,0.150709187399932,0.186696456761994,0.419527176584729,-0.206463710250222,0.661878351605799,0.755089134095292,0.231761146385619,0.122325204753841,0.058141281681249
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Mitsuokella","g__Mitsuokella",3571,7227,11.94,"no-family",0.134967663306127,"0-0.26",-9517.73444121019,0.0469683422190778,1,0.0124513618677043,0.56692607003891,0.329650806972153,"0.28-0.38",-9583.89593909494,1.74204864592489e-31,3.27505145433879e-29,0,0,NA,NA,NA,NA,NA,NA,NA,0.535381529721719,"0.4-0.67",-9515.76118010757,0.0194952663286502,0.00374594739375393,1.9466420093059e-07,0.717485749672703,0.106226635224154,1.4353407225714e-11,-0.0266097191466421,0.390153383165783,0.94562385942597,-0.0493794151829903,0.072113337981307,0.49350338080496
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcaceae_noname.s__Peptostreptococcaceae_noname_unclassified","s__Peptostreptococcaceae_noname_unclassified",3571,7528,8.27,"heritability.only",0.120831880724432,"0-0.24",-8431.38945960207,0.049059499182404,1,0.0194552529182879,0.626459143968872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879168119275568,"0.76-1.00",-8429.45280154439,0.00684931378602036,0.00257807554430779,0.00788968760967036,0.333192796476067,0.0863080645002616,0.000113152485564908,-0.884900444949233,0.290824059511988,0.00234438953202651,-0.0830268301438358,0.0538336578190946,0.123004410172833
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Escherichia.s__Escherichia_coli","s__Escherichia_coli",3571,3932,52.09,"heritability.only",0.126897298028385,"0-0.25",-10952.849179719,0.051290210986254,1,0.0155642023346304,0.607003891050584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873102701971615,"0.75-1.00",-10950.9497941249,0.00823629449526806,0.00522537993346339,0.114977485656167,0.298699413731341,0.17486890203336,0.0876115910987112,0.504944377479129,0.589259464036917,0.39149270281041,-0.0855435729750777,0.109075267271424,0.432886468729091
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_senegalensis","s__Alistipes_senegalensis",3571,1436,82.5,"full model",0.149504114987789,"0-0.3",-10151.9785809483,0.0544907617926187,1,0.00856031128404669,0.470817120622568,0.105154070933991,"0.03-0.18",-10154.0173143478,0.00529722284431385,0.307238924970203,0.000389105058365759,0.0424124513618677,0.0517932951364208,"0-0.11",-10151.7426213193,0.0724916067226706,1,0,0,0.693548518941799,"0.56-0.83",-10150.1297804532,0.0107002508283097,0.00432763528451259,0.0134156744384893,0.54456426800188,0.134160664585946,4.92736717671161e-05,1.11396320021066,0.471174536904596,0.0180677755526101,-0.237628362335399,0.0870810632925453,0.00635617968450566
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae","s__Haemophilus_parainfluenzae",3571,5604,31.72,"no-family",0.116756919865405,"0-0.24",-10345.1927722652,0.0548460421762733,1,0.0237354085603113,0.664591439688716,0.0640857864098018,"0.01-0.12",-10345.8501595557,0.0253248476649506,0.842670473232924,0.00778210116731518,0.256809338521401,NA,NA,NA,NA,NA,NA,NA,0.819157293724793,"0.71-0.92",-10343.3493920108,-0.0139886653820755,0.00447983005826157,0.00179268259387867,0.232825384765168,0.145161812011947,0.10873555848183,0.251188563221922,0.497757577871426,0.613811457105175,0.293256364078871,0.0920656226628782,0.00144605449717244
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_plebeius","s__Bacteroides_plebeius",3571,6331,22.86,"no-family",0.138134140721937,"0-0.28",-10690.495307917,0.0556135175006694,1,0.0120622568093385,0.56692607003891,0.231100051144474,"0.17-0.29",-10718.7067027098,9.07841802564731e-15,1.44346846607792e-12,0,0,NA,NA,NA,NA,NA,NA,NA,0.630765808133589,"0.5-0.76",-10688.6635104728,0.00984842699126496,0.00511790334607541,0.0543158748603078,0.151001295973393,0.152502760919322,0.322098605016604,-0.265943677757749,0.546220422313559,0.626343530523399,0.0101208964410392,0.100944597860055,0.920136410208283
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ventriosum","s__Eubacterium_ventriosum",3571,5416,34.01,"no-family",0.121733778028936,"0-0.25",-9943.02133210587,0.0594881246681477,1,0.0186770428015564,0.626459143968872,0.0612926122063103,"0-0.12",-9943.26422633374,0.044502684661215,1,0.00972762645914397,0.301556420233463,NA,NA,NA,NA,NA,NA,NA,0.816973609764753,"0.71-0.93",-9941.24553297659,-0.025574607921724,0.00400092947888771,1.63551519590134e-10,-0.189801905086906,0.129795557879588,0.143655091689312,0.924569690914931,0.444744853936669,0.0376286896334425,-0.0184701099083829,0.0822628367931367,0.82234837667083
